"","site_code","class","family_cor","fish_sp","genus","sp","nb_sample","nb_guts","nb_empty","item_raw","item_phylum","item_class","item_ord","item_fam","item_gen","item_sp","item_freq","item_volper","time","grp1","grp6"
"2126","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,87.8,NA,"Copepoda","Zooplankton"
"2127","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Tunicates","Chordata",NA,NA,NA,NA,NA,NA,3.2,NA,"Tunicata","Tunicata"
"2128","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Shrimp_larvae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,2.1,NA,"Zooplankton","Zooplankton"
"2129","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Siphonophores","Cnidaria","Hydrozoa","Siphonophorae",NA,NA,NA,NA,1.8,NA,"Hydrozoa","Zooplankton"
"2130","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Pteropoda","Mollusca","Gastropoda","Pteropoda",NA,NA,NA,NA,1.6,NA,"Pteropoda","Zooplankton"
"2131","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Crab_larvae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,0.8,NA,"Zooplankton","Zooplankton"
"2132","vir","Actinopterygii","Pomacentridae","Chromis multilineata","Chromis","multilineata",68,63,5,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,0.2,NA,"Ostracoda","Zooplankton"
"2133","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Scleractinia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,NA,2.2,NA,"Scleractinia","Anthozoa"
"2134","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Shrimp","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,1.2,NA,"Shrimp","Decapoda"
"2135","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,1,NA,"Ophiuroidea","Ophiuroidea"
"2136","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Sponges","Porifera",NA,NA,NA,NA,NA,NA,0.2,NA,"Porifera","Porifera"
"2137","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,0.2,NA,"Ostracoda","Zooplankton"
"2138","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,0.1,NA,"Amphipoda","Zooplankton"
"2139","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,0.1,NA,"Gastropoda","Gastropoda"
"2140","vir","Actinopterygii","Pomacentridae","Microspathodon chrysurus","Microspathodon","chrysurus",45,42,3,"Fish_scales","Chordata","Actinopterygii",NA,NA,NA,NA,NA,0.1,NA,"Actinopterygii","Actinopterygii"
"2141","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,5.6,NA,"Annelida","Worm"
"2142","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,5.2,NA,"Copepoda","Zooplankton"
"2143","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Fish","Chordata","Actinopterygii",NA,NA,NA,NA,NA,4.9,NA,"Actinopterygii","Actinopterygii"
"2144","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,3.3,NA,"Gastropoda","Gastropoda"
"2145","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Zoanthus_sp","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus","sp",NA,3,NA,"Zoantharia","Anthozoa"
"2146","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,2.1,NA,"Brachyura","Decapoda"
"2147","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Cymodocea_manatorum","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Cymodocea","manatorum",NA,1.9,NA,"Seagrass","Benthic autotroph"
"2148","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,1.6,NA,"Isopoda","Zooplankton"
"2149","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,1.2,NA,"Amphipoda","Zooplankton"
"2150","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Eggs_unid",NA,NA,NA,NA,NA,NA,NA,1.2,NA,"Zooplankton","Zooplankton"
"2151","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Scyphozoans","Cnidaria","Scyphozoa",NA,NA,NA,NA,NA,1.1,NA,"Scyphozoa","Medusozoa"
"2152","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Mysids","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,1.1,NA,"Mysida","Zooplankton"
"2153","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Shrimp","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,0.9,NA,"Shrimp","Decapoda"
"2154","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Pelecypod","Mollusca","Bivalvia",NA,NA,NA,NA,NA,0.5,NA,"Bivalvia","Bivalvia"
"2155","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,0.3,NA,"Anomura","Decapoda"
"2156","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Tunicates","Chordata",NA,NA,NA,NA,NA,NA,0.3,NA,"Tunicata","Tunicata"
"2157","vir","Actinopterygii","Pomacentridae","Stegastes fuscus","Stegastes","fuscus",51,43,8,"Hydrozoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,0.3,NA,"Hydrozoa","Medusozoa"
"2158","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Eggs",NA,NA,NA,NA,NA,NA,NA,21.1,NA,"Zooplankton","Zooplankton"
"2159","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Fish","Chordata","Actinopterygii","Perciformes","Pomacentridae",NA,NA,NA,18.2,NA,"Actinopterygii","Actinopterygii"
"2160","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,21.6,NA,"Annelida","Worm"
"2161","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Fish_parts","Chordata","Actinopterygii",NA,NA,NA,NA,NA,7.1,NA,"Actinopterygii","Actinopterygii"
"2162","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Tunicates","Chordata",NA,NA,NA,NA,NA,NA,2.9,NA,"Tunicata","Tunicata"
"2163","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,2.9,NA,"Brachyura","Decapoda"
"2164","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,1.6,NA,"Amphipoda","Zooplankton"
"2165","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Scleractinia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,NA,1.5,NA,"Scleractinia","Anthozoa"
"2166","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Foraminifera","Foraminifera",NA,NA,NA,NA,NA,NA,1.5,NA,"Foraminifera","Foraminifera"
"2167","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,1,NA,"Anomura","Decapoda"
"2168","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Shrimp","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,1,NA,"Shrimp","Decapoda"
"2169","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,0.5,NA,"Copepoda","Zooplankton"
"2170","vir","Actinopterygii","Pomacentridae","Stegastes leucostictus","Stegastes","leucostictus",41,41,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,0.3,NA,"Gastropoda","Gastropoda"
"2171","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Zoanthus_sp","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus","sp",NA,19.4,NA,"Zoantharia","Anthozoa"
"2172","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,5.6,NA,"Annelida","Worm"
"2173","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Thalassia_testudinum","Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Thalassia","testudinum",NA,3.9,NA,"Seagrass","Benthic autotroph"
"2174","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Oncaea_sp","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","sp",NA,2.8,NA,"Copepoda","Zooplankton"
"2175","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Eggs_unid",NA,NA,NA,NA,NA,NA,NA,2.4,NA,"Zooplankton","Zooplankton"
"2176","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Appendicularians","Chordata","Appendicularia",NA,NA,NA,NA,NA,0.6,NA,"Tunicata","Zooplankton"
"2177","vir","Actinopterygii","Pomacentridae","Stegastes planifrons","Stegastes","planifrons",18,18,0,"Scleractinia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,NA,0.6,NA,"Scleractinia","Anthozoa"
"2178","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,10,NA,"Isopoda","Zooplankton"
"2179","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Hydrozoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,2.8,NA,"Hydrozoa","Medusozoa"
"2180","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Sponges","Porifera",NA,NA,NA,NA,NA,NA,1.7,NA,"Porifera","Porifera"
"2181","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Scleractinia","Cnidaria","Anthozoa","Scleractinia",NA,NA,NA,NA,1.7,NA,"Scleractinia","Anthozoa"
"2182","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Diodora_variegata","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","variegata",NA,1.1,NA,"Gastropoda","Gastropoda"
"2183","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Alpheids","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,0.85,NA,"Shrimp","Decapoda"
"2184","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,0.85,NA,"Amphipoda","Zooplankton"
"2185","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,0.7,NA,"Ophiuroidea","Ophiuroidea"
"2186","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Pelecypod","Mollusca","Bivalvia",NA,NA,NA,NA,NA,0.6,NA,"Bivalvia","Bivalvia"
"2187","vir","Actinopterygii","Pomacentridae","Stegastes variabilis","Stegastes","variabilis",7,7,0,"Tanaid","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,NA,0.6,NA,"Tanaidacea","Zooplankton"
"2188","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,32.4,NA,"Brachyura","Decapoda"
"2189","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,19.5,NA,"Ophiuroidea","Ophiuroidea"
"2190","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Echinoids","Echinodermata","Echinoidea",NA,NA,NA,NA,NA,14.4,NA,"Echinoidea","Echinoidea"
"2191","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,10.4,NA,"Gastropoda","Gastropoda"
"2192","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Pelecypod","Mollusca","Bivalvia",NA,NA,NA,NA,NA,8,NA,"Bivalvia","Bivalvia"
"2193","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Palaemonids","Arthropoda","Malacostraca","Decapoda","Palaemonidae",NA,NA,NA,6,NA,"Shrimp","Decapoda"
"2194","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Clibanarius_sp","Arthropoda","Malacostraca","Decapoda","Diogenidae","Clibanarius","sp",NA,3.7,NA,"Anomura","Decapoda"
"2195","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Stomatopod","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,1.2,NA,"Stomatopoda","Stomatopoda"
"2196","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Paracerceis_caudata","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Paracerceis","caudata",NA,0.7,NA,"Isopoda","Zooplankton"
"2197","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Calloplax_janeirensis","Mollusca","Polyplacophora","Chitonida","Callistoplacidae","Calloplax","janeirensis",NA,0.7,NA,"Polyplacophora","Polyplacophora"
"2198","vir","Actinopterygii","Labridae","Bodianus rufus","Bodianus","rufus",31,30,1,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,0.2,NA,"Annelida","Worm"
"2199","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,43.6,NA,"Copepoda","Zooplankton"
"2200","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Siphonophores","Cnidaria","Hydrozoa","Siphonophorae",NA,NA,NA,NA,20,NA,"Hydrozoa","Zooplankton"
"2201","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Pteropoda","Mollusca","Gastropoda","Pteropoda",NA,NA,NA,NA,19.2,NA,"Pteropoda","Zooplankton"
"2202","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Shrimp_larvae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,5,NA,"Zooplankton","Zooplankton"
"2203","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Salps","Chordata","Thaliacea","Salpida","Salpidae",NA,NA,NA,4.7,NA,"Tunicata","Zooplankton"
"2204","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Crab_larvae","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,2.3,NA,"Zooplankton","Zooplankton"
"2205","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Eggs_unid",NA,NA,NA,NA,NA,NA,NA,1.7,NA,"Zooplankton","Zooplankton"
"2206","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,1.5,NA,"Ostracoda","Zooplankton"
"2207","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Gastropoda_larvae","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1.4,NA,"Zooplankton","Zooplankton"
"2208","vir","Actinopterygii","Labridae","Clepticus parrae","Clepticus","parrae",15,15,0,"Stomatopod_larvae","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,0.3,NA,"Zooplankton","Zooplankton"
"2209","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,22.3,NA,"Brachyura","Decapoda"
"2210","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Echinoids","Echinodermata","Echinoidea",NA,NA,NA,NA,NA,17.9,NA,"Echinoidea","Echinoidea"
"2211","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Ampharetids","Annelida","Polychaeta","Terebellida","Ampharetidae",NA,NA,NA,17.4,NA,"Annelida","Worm"
"2212","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,12.4,NA,"Gastropoda","Gastropoda"
"2213","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,7.3,NA,"Ophiuroidea","Ophiuroidea"
"2214","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Pelecypod","Mollusca","Bivalvia",NA,NA,NA,NA,NA,3.7,NA,"Bivalvia","Bivalvia"
"2215","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Alpheids","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,3.5,NA,"Shrimp","Decapoda"
"2216","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Polyplacophores","Mollusca","Polyplacophora",NA,NA,NA,NA,NA,3.3,NA,"Polyplacophora","Polyplacophora"
"2217","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Fish_parts","Chordata","Actinopterygii",NA,NA,NA,NA,NA,3.2,NA,"Actinopterygii","Actinopterygii"
"2218","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Stomatopod","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,3,NA,"Stomatopoda","Stomatopoda"
"2219","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,0.9,NA,"Anomura","Decapoda"
"2220","vir","Actinopterygii","Labridae","Halichoeres bivittatus","Halichoeres","bivittatus",46,46,0,"Foraminifera","Foraminifera",NA,NA,NA,NA,NA,NA,0.1,NA,"Foraminifera","Foraminifera"
"2221","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,20.5,NA,"Brachyura","Decapoda"
"2222","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,15.5,NA,"Ophiuroidea","Ophiuroidea"
"2223","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,13.5,NA,"Gastropoda","Gastropoda"
"2224","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Arcopsis_adamsi","Mollusca","Bivalvia","Arcoida","Noetiidae","Arcopsis","adamsi",NA,7,NA,"Bivalvia","Bivalvia"
"2225","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,5.5,NA,"Annelida","Worm"
"2226","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Shrimp","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,5,NA,"Shrimp","Decapoda"
"2227","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Hermit_crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,3,NA,"Anomura","Decapoda"
"2228","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Fish_parts","Chordata","Actinopterygii",NA,NA,NA,NA,NA,3,NA,"Actinopterygii","Actinopterygii"
"2229","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Echinometra_sp","Echinodermata","Echinoidea","Echinoida","Echinometridae","Echinometra","sp",NA,3,NA,"Echinoidea","Echinoidea"
"2230","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Polyplacophores","Mollusca","Polyplacophora",NA,NA,NA,NA,NA,2,NA,"Polyplacophora","Polyplacophora"
"2231","vir","Actinopterygii","Labridae","Halichoeres garnoti","Halichoeres","garnoti",14,10,4,"Sipunculids","Sipuncula",NA,NA,NA,NA,NA,NA,0.5,NA,"Sipuncula","Worm"
"2232","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Polychaetes","Annelida","Polychaeta",NA,NA,NA,NA,NA,47.1,NA,"Annelida","Worm"
"2233","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Copepods","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,10.2,NA,"Copepoda","Zooplankton"
"2234","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Alpheids","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,6.5,NA,"Shrimp","Decapoda"
"2235","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Ostracods","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,5.9,NA,"Ostracoda","Zooplankton"
"2236","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,5.3,NA,"Gastropoda","Gastropoda"
"2237","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Amphipoda","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,5.1,NA,"Amphipoda","Zooplankton"
"2238","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Octopuses","Mollusca","Cephalopoda","Octopoda",NA,NA,NA,NA,4.3,NA,"Cephalopoda","Cephalopoda"
"2239","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,3.1,NA,"Brachyura","Decapoda"
"2240","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Pelecypod","Mollusca","Bivalvia",NA,NA,NA,NA,NA,2.4,NA,"Bivalvia","Bivalvia"
"2241","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Isopods","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,1.7,NA,"Isopoda","Zooplankton"
"2242","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Eggs_unid",NA,NA,NA,NA,NA,NA,NA,1.6,NA,"Zooplankton","Zooplankton"
"2243","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Polyplacophores","Mollusca","Polyplacophora",NA,NA,NA,NA,NA,1.5,NA,"Polyplacophora","Polyplacophora"
"2244","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Tanaid","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,NA,1.5,NA,"Tanaidacea","Zooplankton"
"2245","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Sipunculids","Sipuncula",NA,NA,NA,NA,NA,NA,0.9,NA,"Sipuncula","Worm"
"2246","vir","Actinopterygii","Labridae","Halichoeres maculipinna","Halichoeres","maculipinna",24,23,1,"Scaphopods","Mollusca","Scaphopoda",NA,NA,NA,NA,NA,0.2,NA,"Scaphopoda","Scaphopoda"
"2247","vir","Actinopterygii","Labridae","Halichoeres poeyi","Halichoeres","poeyi",34,31,3,"Crab","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,24.5,NA,"Brachyura","Decapoda"
"2248","vir","Actinopterygii","Labridae","Halichoeres poeyi","Halichoeres","poeyi",34,31,3,"Gastropoda","Mollusca","Gastropoda",NA,NA,NA,NA,NA,21.3,NA,"Gastropoda","Gastropoda"
"2249","vir","Actinopterygii","Labridae","Halichoeres poeyi","Halichoeres","poeyi",34,31,3,"Ophiurids","Echinodermata","Ophiuroidea",NA,NA,NA,NA,NA,10.2,NA,"Ophiuroidea","Ophiuroidea"
"2250","vir","Actinopterygii","Labridae","Halichoeres poeyi","Halichoeres","poeyi",34,31,3,"Echinoids","Echinodermata","Echinoidea",NA,NA,NA,NA,NA,6.8,NA,"Echinoidea","Echinoidea"
